60 22
3247	3178	2777	2738	2550	2888	2294	2432	2119	2213	2023	1803	1945	1170	1296	1165	1000	1078	938	956	714	561
3092	3174	2876	3130	2501	2989	2311	2239	1903	1849	1716	1502	1985	1246	963	1297	951	1471	1028	1158	659	499
3378	3650	2742	2915	3100	2685	2444	2374	1916	2058	2076	1766	1987	1814	1080	1240	949	1447	692	1133	646	572
3427	3943	3176	3440	2716	3701	2586	2585	2220	2397	2044	1865	1687	1372	1503	1393	924	1398	704	1217	686	726
3159	4267	2776	3251	3026	3162	2551	2550	1973	2526	2058	2224	1967	1182	1312	1154	1096	1346	792	1089	710	546
3292	3611	3086	3370	3297	3758	2921	2779	1894	2339	3002	1811	2082	1277	1602	1213	1264	1588	728	923	801	647
3230	3722	3194	3446	3474	3608	2885	2717	2270	2128	2424	2608	1813	1270	1389	1296	1193	1646	597	1177	614	634
3630	4180	3509	3731	3569	3672	2766	2715	2327	2589	2397	2218	1912	1594	1393	1388	1383	1566	714	971	920	566
4458	3844	3835	3812	3682	3282	3082	2887	2750	2620	2706	2274	2337	1452	1449	1771	1329	1777	748	1066	1014	704
3987	4199	4146	4105	3150	3511	3521	3508	2362	2466	2476	2470	2286	1924	1413	1577	1202	1987	833	1209	1025	746
4397	4402	3735	4287	3524	4075	3492	3036	2532	2956	2690	2297	2366	1885	1597	1670	1448	1781	1166	1337	1070	758
6152	6992	4466	7503	4703	10508	6502	3145	4033	5116	3733	3488	2848	2170	2254	5494	3443	1819	2555	3516	2641	1232
5007	5533	4695	4793	4313	4546	5159	3637	3033	3595	3156	3143	2512	1790	1999	2588	1984	1812	1172	2266	1463	1006
5137	5462	4686	5117	3906	4405	4739	3222	2762	3333	3234	3202	3064	2543	1798	2520	1743	2038	1252	2022	1264	795
5532	4803	4675	4579	4056	4734	4472	3736	2858	4027	3626	3530	2578	2182	1789	2568	1575	2097	1056	1579	1350	724
5226	5475	4058	5316	4074	4940	3974	3424	3078	3637	3421	2706	2542	2095	2039	2396	1629	2010	1179	2046	1134	790
5716	5951	4291	5375	4280	4589	4181	3546	3234	3992	3636	3333	2839	2126	1924	2288	1485	2058	1165	1670	1116	870
5138	5788	4840	5387	4277	4776	4006	3707	3318	3800	3353	3143	2516	2204	1987	2762	1565	2684	1414	1714	1301	1047
5346	6254	6015	5175	4324	5792	4527	3880	3435	4074	3263	3693	2803	2408	2447	2797	1913	2496	1568	1843	1203	849
5897	6644	5009	5866	4389	5642	4911	4136	3316	3932	3952	3498	3196	2256	2143	2834	2267	2381	1303	1834	1432	957
6050	6377	5636	6036	4868	5630	4778	4038	4079	4035	3866	3616	3275	2777	2193	2376	1831	2264	1472	1849	1354	832
5773	6412	5703	5882	5224	6003	5078	4415	3471	4071	3726	3580	2948	2394	2110	2835	1989	2292	1183	1756	1726	1106
6343	6425	5296	5849	4779	5746	4943	5056	4147	3827	3880	3444	3225	2884	2356	2752	1884	2514	1616	1890	1228	1007
6455	6619	5115	7449	5129	6203	5080	4685	3773	4378	4369	3484	3607	2686	2080	2910	2067	2336	1538	2009	1461	1169
7429	7644	6070	7403	5612	6304	5351	4972	4766	4632	3774	3672	3249	3173	2401	2817	2319	2660	1652	2251	1514	944
6405	6653	6091	7123	6382	7272	5835	4993	4103	4783	4575	3612	3842	3423	2514	3160	2567	2743	1574	1881	1623	1089
6749	7744	6422	7697	6217	6582	6869	6002	4651	4603	5034	4499	3540	3194	2489	3106	2459	3145	1756	2109	1675	1285
7443	8266	6860	7115	6813	7299	6911	5655	4414	5176	4583	4378	4281	3184	3084	3099	2461	3087	1647	2372	1490	1240
8162	8299	6943	7299	6376	8013	6712	5965	4553	5705	5627	5021	4339	4108	2820	3337	2502	3018	1874	2575	1636	1380
8106	8929	7637	7944	7157	8029	7101	5441	5856	6172	5460	5946	4466	4019	3052	3897	2943	3356	1832	2177	1724	1439
8386	9305	8190	9085	6422	8260	7651	6310	5723	6057	6180	6011	4226	4864	3646	3912	3398	3855	2326	2785	2279	1519
9549	10070	8302	9603	8248	8579	8094	6882	5866	6284	6508	5904	4306	3976	3636	4173	3105	3770	2337	2768	1892	1835
9776	10451	10059	9146	9057	8929	8028	6576	6309	7778	8165	6302	5807	4072	4025	4242	3334	4060	2646	3101	2261	1642
10689	11606	10600	10563	10108	9779	8092	7384	6059	7763	6741	6879	5758	4427	4017	4867	3479	3834	2594	3412	2318	1932
11381	12860	11870	11512	10668	11476	9448	8408	7370	9507	7307	7075	6446	4971	4861	4925	3796	4918	3151	3768	2506	2093
12742	15434	12916	13614	12277	13267	10428	9350	8414	10034	9408	8106	7343	5320	5347	5362	4964	5144	2983	3717	2566	2973
16527	17687	13829	15672	14238	14277	12752	11314	10453	10117	10022	9369	8175	7025	5700	5901	5536	5873	4062	4846	3105	2928
21032	20993	19562	18359	15996	17429	16070	14112	11526	12609	11883	11683	10955	8323	7878	7991	7132	7751	4604	5674	3582	3490
26110	29433	25417	25215	22086	22666	20870	18601	16086	17297	18498	16239	13575	10684	9677	10851	8556	9747	6720	7704	5355	5330
40503	43897	37282	39127	35347	36781	32589	28955	25253	28094	25673	23882	20193	16602	15348	17080	12475	16972	8889	11066	7303	6932
77229	88777	73089	75485	68934	68732	60946	60015	45953	54139	48574	45205	42604	31010	28948	33005	25517	30345	17580	21651	13331	12580
109015	123806	106012	101803	91446	94619	79441	76828	67260	74865	71171	68299	54458	43905	41987	45775	35565	42695	24763	32541	20590	18672
